time,channel_1,channel_2,channel_3
0.000000,0.000000,-0.061087,-0.000006
0.020000,0.000000,-0.061087,-0.020060
0.040000,0.000000,-0.061087,-0.039791
0.060000,0.000000,-0.061087,-0.058777
0.080000,0.000000,-0.061087,-0.076613
0.100000,0.000000,-0.061087,-0.092917
0.120000,0.000000,-0.061087,-0.107339
0.140000,0.000000,-0.061087,-0.119573
0.160000,0.000000,-0.061087,-0.129367
0.180000,0.000000,-0.061087,-0.136524
0.200000,0.000000,-0.061087,-0.140913
0.220000,0.000000,-0.061087,-0.142470
0.240000,0.000000,-0.061087,-0.141199
0.260000,0.000000,-0.061087,-0.137177
0.280000,0.000000,-0.061087,-0.130546
0.300000,0.000000,-0.061087,-0.121513
0.320000,0.000000,-0.061087,-0.110343
0.340000,0.000000,-0.061087,-0.097352
0.360000,0.000000,-0.061087,-0.082899
0.380000,0.000000,-0.061087,-0.067379
0.400000,0.000000,-0.061087,-0.051204
0.420000,0.000000,-0.061087,-0.034802
0.440000,0.000000,-0.061087,-0.018599
0.460000,0.000000,-0.061087,-0.003008
0.480000,0.000000,-0.061087,0.011580
0.500000,0.000000,-0.061087,0.024809
0.520000,0.000000,-0.061087,0.036366
0.540000,0.000000,-0.061087,0.045988
0.560000,0.000000,-0.061087,0.053473
0.580000,0.000000,-0.061087,0.058682
0.600000,0.000000,-0.061087,0.061545
0.620000,0.000000,-0.061087,0.062058
0.640000,0.000000,-0.061087,0.060288
0.660000,0.000000,-0.061087,0.056367
0.680000,0.000000,-0.061087,0.050489
0.700000,0.000000,-0.061087,0.042903
0.720000,0.000000,-0.061087,0.033908
0.740000,0.000000,-0.061087,0.023842
0.760000,0.000000,-0.061087,0.013070
0.780000,0.000000,-0.061087,0.001979
0.800000,0.000000,-0.061087,-0.009039
0.820000,0.000000,-0.061087,-0.019596
0.840000,0.000000,-0.061087,-0.029317
0.860000,0.000000,-0.061087,-0.037856
0.880000,0.000000,-0.061087,-0.044902
0.900000,0.000000,-0.061087,-0.050188
0.920000,0.000000,-0.061087,-0.053501
0.940000,0.000000,-0.061087,-0.054686
0.960000,0.000000,-0.061087,-0.053649
0.980000,0.000000,-0.061087,-0.050364
1.000000,0.000000,-0.061087,-0.044867
1.020000,0.000000,-0.061087,-0.037262
1.040000,0.000000,-0.061087,-0.027712
1.060000,0.000000,-0.061087,-0.016435
1.080000,0.000000,-0.061087,-0.003699
1.100000,0.000000,-0.061087,0.010184
1.120000,0.000000,-0.061087,0.024873
1.140000,0.000000,-0.061087,0.040004
1.160000,0.000000,-0.061087,0.055200
1.180000,0.000000,-0.061087,0.070084
1.200000,0.000000,-0.061087,0.084288
1.220000,0.000000,-0.061087,0.097466
1.240000,0.000000,-0.061087,0.109300
1.260000,0.000000,-0.061087,0.119513
1.280000,0.000000,-0.061087,0.127873
