time,channel_1,channel_2,channel_3
0.000000,0.000000,-0.061087,0.000000
0.020000,0.000000,-0.061087,0.001139
0.040000,0.000000,-0.061087,0.002281
0.060000,0.000000,-0.061087,0.003426
0.080000,0.000000,-0.061087,0.004574
0.100000,0.000000,-0.061087,0.005725
0.120000,0.000000,-0.061087,0.006879
0.140000,0.000000,-0.061087,0.008036
0.160000,0.000000,-0.061087,0.009196
0.180000,0.000000,-0.061087,0.010358
0.200000,0.000000,-0.061087,0.011522
0.220000,0.000000,-0.061087,0.012689
0.240000,0.000000,-0.061087,0.013858
0.260000,0.000000,-0.061087,0.015030
0.280000,0.000000,-0.061087,0.016203
0.300000,0.000000,-0.061087,0.017379
0.320000,0.000000,-0.061087,0.018557
0.340000,0.000000,-0.061087,0.019736
0.360000,0.000000,-0.061087,0.020918
0.380000,0.000000,-0.061087,0.022100
0.400000,0.000000,-0.061087,0.023285
0.420000,0.000000,-0.061087,0.024471
0.440000,0.000000,-0.061087,0.025658
0.460000,0.000000,-0.061087,0.026847
0.480000,0.000000,-0.061087,0.028036
0.500000,0.000000,-0.061087,0.029227
0.520000,0.000000,-0.061087,0.030418
0.540000,0.000000,-0.061087,0.031611
0.560000,0.000000,-0.061087,0.032803
0.580000,0.000000,-0.061087,0.033997
0.600000,0.000000,-0.061087,0.035191
0.620000,0.000000,-0.061087,0.036385
0.640000,0.000000,-0.061087,0.037579
0.660000,0.000000,-0.061087,0.038773
0.680000,0.000000,-0.061087,0.039967
0.700000,0.000000,-0.061087,0.041161
0.720000,0.000000,-0.061087,0.042354
0.740000,0.000000,-0.061087,0.043547
0.760000,0.000000,-0.061087,0.044739
0.780000,0.000000,-0.061087,0.045931
0.800000,0.000000,-0.061087,0.047121
0.820000,0.000000,-0.061087,0.048310
0.840000,0.000000,-0.061087,0.049498
0.860000,0.000000,-0.061087,0.050684
0.880000,0.000000,-0.061087,0.051869
0.900000,0.000000,-0.061087,0.053052
0.920000,0.000000,-0.061087,0.054233
0.940000,0.000000,-0.061087,0.055412
0.960000,0.000000,-0.061087,0.056589
0.980000,0.000000,-0.061087,0.057763
1.000000,0.000000,-0.061087,0.058934
1.020000,0.000000,-0.061087,0.060103
1.040000,0.000000,-0.061087,0.061269
1.060000,0.000000,-0.061087,0.062431
1.080000,0.000000,-0.061087,0.063590
1.100000,0.000000,-0.061087,0.064746
1.120000,0.000000,-0.061087,0.065897
1.140000,0.000000,-0.061087,0.067045
1.160000,0.000000,-0.061087,0.068189
1.180000,0.000000,-0.061087,0.069328
1.200000,0.000000,-0.061087,0.070463
1.220000,0.000000,-0.061087,0.071592
1.240000,0.000000,-0.061087,0.072717
1.260000,0.000000,-0.061087,0.073837
1.280000,0.000000,-0.061087,0.074951
1.300000,0.000000,-0.061087,0.076059
1.320000,0.000000,-0.061087,0.077162
1.340000,0.000000,-0.061087,0.078258
1.360000,0.000000,-0.061087,0.079348
1.380000,0.000000,-0.061087,0.080431
1.400000,0.000000,-0.061087,0.081507
1.420000,0.000000,-0.061087,0.082577
1.440000,0.000000,-0.061087,0.083639
1.460000,0.000000,-0.061087,0.084693
1.480000,0.000000,-0.061087,0.085739
1.500000,0.000000,-0.061087,0.086778
1.520000,0.000000,-0.061087,0.087808
1.540000,0.000000,-0.061087,0.088829
1.560000,0.000000,-0.061087,0.089841
1.580000,0.000000,-0.061087,0.090844
1.600000,0.000000,-0.061087,0.091838
1.620000,0.000000,-0.061087,0.092821
1.640000,0.000000,-0.061087,0.093795
1.660000,0.000000,-0.061087,0.094758
1.680000,0.000000,-0.061087,0.095711
1.700000,0.000000,-0.061087,0.096653
1.720000,0.000000,-0.061087,0.097583
1.740000,0.000000,-0.061087,0.098502
1.760000,0.000000,-0.061087,0.099409
1.780000,0.000000,-0.061087,0.100303
1.800000,0.000000,-0.061087,0.101186
1.820000,0.000000,-0.061087,0.102055
1.840000,0.000000,-0.061087,0.102911
1.860000,0.000000,-0.061087,0.103754
1.880000,0.000000,-0.061087,0.104583
1.900000,0.000000,-0.061087,0.105398
1.920000,0.000000,-0.061087,0.106198
1.940000,0.000000,-0.061087,0.106983
1.960000,0.000000,-0.061087,0.107753
1.980000,0.000000,-0.061087,0.108508
2.000000,0.000000,-0.061087,0.109246
2.020000,0.000000,-0.061087,0.109969
2.040000,0.000000,-0.061087,0.110675
2.060000,0.000000,-0.061087,0.111363
2.080000,0.000000,-0.061087,0.112035
2.100000,0.000000,-0.061087,0.112688
2.120000,0.000000,-0.061087,0.113324
2.140000,0.000000,-0.061087,0.113941
2.160000,0.000000,-0.061087,0.114539
2.180000,0.000000,-0.061087,0.115118
2.200000,0.000000,-0.061087,0.115677
2.220000,0.000000,-0.061087,0.116216
2.240000,0.000000,-0.061087,0.116734
2.260000,0.000000,-0.061087,0.117232
2.280000,0.000000,-0.061087,0.117709
2.300000,0.000000,-0.061087,0.118163
2.320000,0.000000,-0.061087,0.118596
2.340000,0.000000,-0.061087,0.119006
2.360000,0.000000,-0.061087,0.119394
2.380000,0.000000,-0.061087,0.119757
2.400000,0.000000,-0.061087,0.120098
2.420000,0.000000,-0.061087,0.120414
2.440000,0.000000,-0.061087,0.120705
2.460000,0.000000,-0.061087,0.120972
2.480000,0.000000,-0.061087,0.121213
2.500000,0.000000,-0.061087,0.121428
2.520000,0.000000,-0.061087,0.121617
2.540000,0.000000,-0.061087,0.121779
2.560000,0.000000,-0.061087,0.121914
2.580000,0.000000,-0.061087,0.122021
2.600000,0.000000,-0.061087,0.122100
2.620000,0.000000,-0.061087,0.122151
2.640000,0.000000,-0.061087,0.122173
2.660000,0.000000,-0.061087,0.122166
2.680000,0.000000,-0.061087,0.122129
2.700000,0.000000,-0.061087,0.122061
2.720000,0.000000,-0.061087,0.121963
2.740000,0.000000,-0.061087,0.121834
2.760000,0.000000,-0.061087,0.121674
2.780000,0.000000,-0.061087,0.121482
2.800000,0.000000,-0.061087,0.121257
2.820000,0.000000,-0.061087,0.121000
2.840000,0.000000,-0.061087,0.120709
2.860000,0.000000,-0.061087,0.120385
2.880000,0.000000,-0.061087,0.120026
2.900000,0.000000,-0.061087,0.119634
2.920000,0.000000,-0.061087,0.119206
2.940000,0.000000,-0.061087,0.118744
2.960000,0.000000,-0.061087,0.118245
2.980000,0.000000,-0.061087,0.117711
3.000000,0.000000,-0.061087,0.117140
3.020000,0.000000,-0.061087,0.116533
3.040000,0.000000,-0.061087,0.115888
3.060000,0.000000,-0.061087,0.115206
3.080000,0.000000,-0.061087,0.114486
3.100000,0.000000,-0.061087,0.113727
3.120000,0.000000,-0.061087,0.112930
3.140000,0.000000,-0.061087,0.112094
3.160000,0.000000,-0.061087,0.111219
3.180000,0.000000,-0.061087,0.110305
3.200000,0.000000,-0.061087,0.109350
3.220000,0.000000,-0.061087,0.108355
3.240000,0.000000,-0.061087,0.107320
3.260000,0.000000,-0.061087,0.106244
3.280000,0.000000,-0.061087,0.105128
3.300000,0.000000,-0.061087,0.103969
3.320000,0.000000,-0.061087,0.102770
3.340000,0.000000,-0.061087,0.101529
3.360000,0.000000,-0.061087,0.100246
3.380000,0.000000,-0.061087,0.098921
3.400000,0.000000,-0.061087,0.097554
3.420000,0.000000,-0.061087,0.096144
3.440000,0.000000,-0.061087,0.094692
3.460000,0.000000,-0.061087,0.093198
3.480000,0.000000,-0.061087,0.091661
3.500000,0.000000,-0.061087,0.090081
3.520000,0.000000,-0.061087,0.088458
3.540000,0.000000,-0.061087,0.086793
3.560000,0.000000,-0.061087,0.085085
3.580000,0.000000,-0.061087,0.083334
3.600000,0.000000,-0.061087,0.081540
3.620000,0.000000,-0.061087,0.079704
3.640000,0.000000,-0.061087,0.077826
3.660000,0.000000,-0.061087,0.075905
3.680000,0.000000,-0.061087,0.073942
3.700000,0.000000,-0.061087,0.071937
3.720000,0.000000,-0.061087,0.069890
3.740000,0.000000,-0.061087,0.067801
3.760000,0.000000,-0.061087,0.065672
3.780000,0.000000,-0.061087,0.063502
3.800000,0.000000,-0.061087,0.061291
3.820000,0.000000,-0.061087,0.059040
3.840000,0.000000,-0.061087,0.056750
3.860000,0.000000,-0.061087,0.054420
3.880000,0.000000,-0.061087,0.052052
3.900000,0.000000,-0.061087,0.049645
3.920000,0.000000,-0.061087,0.047201
3.940000,0.000000,-0.061087,0.044721
3.960000,0.000000,-0.061087,0.042204
3.980000,0.000000,-0.061087,0.039652
4.000000,0.000000,-0.061087,0.037065
4.020000,0.000000,-0.061087,0.034445
4.040000,0.000000,-0.061087,0.031791
4.060000,0.000000,-0.061087,0.029106
4.080000,0.000000,-0.061087,0.026389
4.100000,0.000000,-0.061087,0.023643
4.120000,0.000000,-0.061087,0.020868
4.140000,0.000000,-0.061087,0.018065
4.160000,0.000000,-0.061087,0.015236
4.180000,0.000000,-0.061087,0.012381
4.200000,0.000000,-0.061087,0.009502
4.220000,0.000000,-0.061087,0.006601
4.240000,0.000000,-0.061087,0.003678
4.260000,0.000000,-0.061087,0.000736
4.280000,0.000000,-0.061087,-0.002224
4.300000,0.000000,-0.061087,-0.005201
4.320000,0.000000,-0.061087,-0.008193
4.340000,0.000000,-0.061087,-0.011198
4.360000,0.000000,-0.061087,-0.014215
4.380000,0.000000,-0.061087,-0.017241
4.400000,0.000000,-0.061087,-0.020274
4.420000,0.000000,-0.061087,-0.023313
4.440000,0.000000,-0.061087,-0.026356
4.460000,0.000000,-0.061087,-0.029400
4.480000,0.000000,-0.061087,-0.032444
4.500000,0.000000,-0.061087,-0.035484
4.520000,0.000000,-0.061087,-0.038519
4.540000,0.000000,-0.061087,-0.041547
4.560000,0.000000,-0.061087,-0.044564
4.580000,0.000000,-0.061087,-0.047569
4.600000,0.000000,-0.061087,-0.050559
4.620000,0.000000,-0.061087,-0.053531
4.640000,0.000000,-0.061087,-0.056482
4.660000,0.000000,-0.061087,-0.059410
4.680000,0.000000,-0.061087,-0.062312
4.700000,0.000000,-0.061087,-0.065185
4.720000,0.000000,-0.061087,-0.068026
4.740000,0.000000,-0.061087,-0.070832
4.760000,0.000000,-0.061087,-0.073600
4.780000,0.000000,-0.061087,-0.076326
4.800000,0.000000,-0.061087,-0.079009
4.820000,0.000000,-0.061087,-0.081644
4.840000,0.000000,-0.061087,-0.084228
4.860000,0.000000,-0.061087,-0.086758
4.880000,0.000000,-0.061087,-0.089230
4.900000,0.000000,-0.061087,-0.091642
4.920000,0.000000,-0.061087,-0.093989
4.940000,0.000000,-0.061087,-0.096268
4.960000,0.000000,-0.061087,-0.098476
4.980000,0.000000,-0.061087,-0.100609
5.000000,0.000000,-0.061087,-0.102664
5.020000,0.000000,-0.061087,-0.104637
5.040000,0.000000,-0.061087,-0.106524
5.060000,0.000000,-0.061087,-0.108322
5.080000,0.000000,-0.061087,-0.110027
5.100000,0.000000,-0.061087,-0.111635
5.120000,0.000000,-0.061087,-0.113144
5.140000,0.000000,-0.061087,-0.114548
5.160000,0.000000,-0.061087,-0.115846
5.180000,0.000000,-0.061087,-0.117033
5.200000,0.000000,-0.061087,-0.118106
5.220000,0.000000,-0.061087,-0.119061
5.240000,0.000000,-0.061087,-0.119895
5.260000,0.000000,-0.061087,-0.120604
5.280000,0.000000,-0.061087,-0.121185
5.300000,0.000000,-0.061087,-0.121636
5.320000,0.000000,-0.061087,-0.121952
5.340000,0.000000,-0.061087,-0.122131
5.360000,0.000000,-0.061087,-0.122170
5.380000,0.000000,-0.061087,-0.122066
5.400000,0.000000,-0.061087,-0.121816
5.420000,0.000000,-0.061087,-0.121418
5.440000,0.000000,-0.061087,-0.120869
5.460000,0.000000,-0.061087,-0.120167
5.480000,0.000000,-0.061087,-0.119309
5.500000,0.000000,-0.061087,-0.118295
5.520000,0.000000,-0.061087,-0.117121
5.540000,0.000000,-0.061087,-0.115787
5.560000,0.000000,-0.061087,-0.114291
5.580000,0.000000,-0.061087,-0.112631
5.600000,0.000000,-0.061087,-0.110808
5.620000,0.000000,-0.061087,-0.108820
5.640000,0.000000,-0.061087,-0.106666
5.660000,0.000000,-0.061087,-0.104348
5.680000,0.000000,-0.061087,-0.101864
5.700000,0.000000,-0.061087,-0.099216
5.720000,0.000000,-0.061087,-0.096403
5.740000,0.000000,-0.061087,-0.093428
5.760000,0.000000,-0.061087,-0.090292
5.780000,0.000000,-0.061087,-0.086996
5.800000,0.000000,-0.061087,-0.083542
5.820000,0.000000,-0.061087,-0.079933
5.840000,0.000000,-0.061087,-0.076172
5.860000,0.000000,-0.061087,-0.072262
5.880000,0.000000,-0.061087,-0.068207
5.900000,0.000000,-0.061087,-0.064011
5.920000,0.000000,-0.061087,-0.059678
5.940000,0.000000,-0.061087,-0.055213
5.960000,0.000000,-0.061087,-0.050622
5.980000,0.000000,-0.061087,-0.045911
6.000000,0.000000,-0.061087,-0.041085
6.020000,0.000000,-0.061087,-0.036152
6.040000,0.000000,-0.061087,-0.031119
6.060000,0.000000,-0.061087,-0.025994
6.080000,0.000000,-0.061087,-0.020784
6.100000,0.000000,-0.061087,-0.015498
6.120000,0.000000,-0.061087,-0.010146
6.140000,0.000000,-0.061087,-0.004737
6.160000,0.000000,-0.061087,0.000719
6.180000,0.000000,-0.061087,0.006211
6.200000,0.000000,-0.061087,0.011729
6.220000,0.000000,-0.061087,0.017261
6.240000,0.000000,-0.061087,0.022796
6.260000,0.000000,-0.061087,0.028320
6.280000,0.000000,-0.061087,0.033822
6.300000,0.000000,-0.061087,0.039288
6.320000,0.000000,-0.061087,0.044705
6.340000,0.000000,-0.061087,0.050060
6.360000,0.000000,-0.061087,0.055337
6.380000,0.000000,-0.061087,0.060524
6.400000,0.000000,-0.061087,0.065604
6.420000,0.000000,-0.061087,0.070564
6.440000,0.000000,-0.061087,0.075389
6.460000,0.000000,-0.061087,0.080062
6.480000,0.000000,-0.061087,0.084570
6.500000,0.000000,-0.061087,0.088896
6.520000,0.000000,-0.061087,0.093026
6.540000,0.000000,-0.061087,0.096943
6.560000,0.000000,-0.061087,0.100634
6.580000,0.000000,-0.061087,0.104082
6.600000,0.000000,-0.061087,0.107273
6.620000,0.000000,-0.061087,0.110192
6.640000,0.000000,-0.061087,0.112826
6.660000,0.000000,-0.061087,0.115160
6.680000,0.000000,-0.061087,0.117180
6.700000,0.000000,-0.061087,0.118875
6.720000,0.000000,-0.061087,0.120232
6.740000,0.000000,-0.061087,0.121239
6.760000,0.000000,-0.061087,0.121887
6.780000,0.000000,-0.061087,0.122164
6.800000,0.000000,-0.061087,0.122062
6.820000,0.000000,-0.061087,0.121573
6.840000,0.000000,-0.061087,0.120691
6.860000,0.000000,-0.061087,0.119409
6.880000,0.000000,-0.061087,0.117724
6.900000,0.000000,-0.061087,0.115633
6.920000,0.000000,-0.061087,0.113134
6.940000,0.000000,-0.061087,0.110226
6.960000,0.000000,-0.061087,0.106913
6.980000,0.000000,-0.061087,0.103196
7.000000,0.000000,-0.061087,0.099081
7.020000,0.000000,-0.061087,0.094575
7.040000,0.000000,-0.061087,0.089685
7.060000,0.000000,-0.061087,0.084424
7.080000,0.000000,-0.061087,0.078802
7.100000,0.000000,-0.061087,0.072835
7.120000,0.000000,-0.061087,0.066539
7.140000,0.000000,-0.061087,0.059932
7.160000,0.000000,-0.061087,0.053035
7.180000,0.000000,-0.061087,0.045871
7.200000,0.000000,-0.061087,0.038464
7.220000,0.000000,-0.061087,0.030841
7.240000,0.000000,-0.061087,0.023030
7.260000,0.000000,-0.061087,0.015062
7.280000,0.000000,-0.061087,0.006970
7.300000,0.000000,-0.061087,-0.001212
7.320000,0.000000,-0.061087,-0.009449
7.340000,0.000000,-0.061087,-0.017702
7.360000,0.000000,-0.061087,-0.025933
7.380000,0.000000,-0.061087,-0.034102
7.400000,0.000000,-0.061087,-0.042166
7.420000,0.000000,-0.061087,-0.050083
7.440000,0.000000,-0.061087,-0.057810
7.460000,0.000000,-0.061087,-0.065304
7.480000,0.000000,-0.061087,-0.072519
7.500000,0.000000,-0.061087,-0.079412
7.520000,0.000000,-0.061087,-0.085939
7.540000,0.000000,-0.061087,-0.092056
7.560000,0.000000,-0.061087,-0.097720
7.580000,0.000000,-0.061087,-0.102889
7.600000,0.000000,-0.061087,-0.107524
7.620000,0.000000,-0.061087,-0.111585
7.640000,0.000000,-0.061087,-0.115036
7.660000,0.000000,-0.061087,-0.117843
7.680000,0.000000,-0.061087,-0.119974
7.700000,0.000000,-0.061087,-0.121402
7.720000,0.000000,-0.061087,-0.122102
7.740000,0.000000,-0.061087,-0.122053
7.760000,0.000000,-0.061087,-0.121239
7.780000,0.000000,-0.061087,-0.119648
7.800000,0.000000,-0.061087,-0.117273
7.820000,0.000000,-0.061087,-0.114112
7.840000,0.000000,-0.061087,-0.110169
7.860000,0.000000,-0.061087,-0.105454
7.880000,0.000000,-0.061087,-0.099981
7.900000,0.000000,-0.061087,-0.093772
7.920000,0.000000,-0.061087,-0.086856
7.940000,0.000000,-0.061087,-0.079266
7.960000,0.000000,-0.061087,-0.071044
7.980000,0.000000,-0.061087,-0.062236
8.000000,0.000000,-0.061087,-0.052897
8.020000,0.000000,-0.061087,-0.043087
8.040000,0.000000,-0.061087,-0.032870
8.060000,0.000000,-0.061087,-0.022320
8.080000,0.000000,-0.061087,-0.011514
8.100000,0.000000,-0.061087,-0.000535
8.120000,0.000000,-0.061087,0.010531
8.140000,0.000000,-0.061087,0.021593
8.160000,0.000000,-0.061087,0.032555
8.180000,0.000000,-0.061087,0.043320
8.200000,0.000000,-0.061087,0.053789
8.220000,0.000000,-0.061087,0.063863
8.240000,0.000000,-0.061087,0.073439
8.260000,0.000000,-0.061087,0.082421
8.280000,0.000000,-0.061087,0.090708
8.300000,0.000000,-0.061087,0.098209
8.320000,0.000000,-0.061087,0.104832
8.340000,0.000000,-0.061087,0.110492
8.360000,0.000000,-0.061087,0.115113
8.380000,0.000000,-0.061087,0.118623
8.400000,0.000000,-0.061087,0.120962
8.420000,0.000000,-0.061087,0.122079
8.440000,0.000000,-0.061087,0.121933
8.460000,0.000000,-0.061087,0.120499
8.480000,0.000000,-0.061087,0.117761
8.500000,0.000000,-0.061087,0.113721
8.520000,0.000000,-0.061087,0.108393
8.540000,0.000000,-0.061087,0.101809
8.560000,0.000000,-0.061087,0.094016
8.580000,0.000000,-0.061087,0.085077
8.600000,0.000000,-0.061087,0.075071
8.620000,0.000000,-0.061087,0.064095
8.640000,0.000000,-0.061087,0.052260
8.660000,0.000000,-0.061087,0.039694
8.680000,0.000000,-0.061087,0.026538
8.700000,0.000000,-0.061087,0.012947
8.720000,0.000000,-0.061087,-0.000914
8.740000,0.000000,-0.061087,-0.014868
8.760000,0.000000,-0.061087,-0.028731
8.780000,0.000000,-0.061087,-0.042313
8.800000,0.000000,-0.061087,-0.055419
8.820000,0.000000,-0.061087,-0.067856
8.840000,0.000000,-0.061087,-0.079433
8.860000,0.000000,-0.061087,-0.089962
8.880000,0.000000,-0.061087,-0.099266
8.900000,0.000000,-0.061087,-0.107177
8.920000,0.000000,-0.061087,-0.113546
8.940000,0.000000,-0.061087,-0.118238
8.960000,0.000000,-0.061087,-0.121143
8.980000,0.000000,-0.061087,-0.122173
9.000000,0.000000,-0.061087,-0.121268
9.020000,0.000000,-0.061087,-0.118399
9.040000,0.000000,-0.061087,-0.113568
9.060000,0.000000,-0.061087,-0.106811
9.080000,0.000000,-0.061087,-0.098197
9.100000,0.000000,-0.061087,-0.087833
9.120000,0.000000,-0.061087,-0.075860
9.140000,0.000000,-0.061087,-0.062454
9.160000,0.000000,-0.061087,-0.047824
9.180000,0.000000,-0.061087,-0.032211
9.200000,0.000000,-0.061087,-0.015882
9.220000,0.000000,-0.061087,0.000870
9.240000,0.000000,-0.061087,0.017733
9.260000,0.000000,-0.061087,0.034382
9.280000,0.000000,-0.061087,0.050480
9.300000,0.000000,-0.061087,0.065693
9.320000,0.000000,-0.061087,0.079689
9.340000,0.000000,-0.061087,0.092150
9.360000,0.000000,-0.061087,0.102777
9.380000,0.000000,-0.061087,0.111303
9.400000,0.000000,-0.061087,0.117492
9.420000,0.000000,-0.061087,0.121154
9.440000,0.000000,-0.061087,0.122149
9.460000,0.000000,-0.061087,0.120392
9.480000,0.000000,-0.061087,0.115860
9.500000,0.000000,-0.061087,0.108595
9.520000,0.000000,-0.061087,0.098705
9.540000,0.000000,-0.061087,0.086368
9.560000,0.000000,-0.061087,0.071831
9.580000,0.000000,-0.061087,0.055403
9.600000,0.000000,-0.061087,0.037455
9.620000,0.000000,-0.061087,0.018413
9.640000,0.000000,-0.061087,-0.001252
9.660000,0.000000,-0.061087,-0.021035
9.680000,0.000000,-0.061087,-0.040407
9.700000,0.000000,-0.061087,-0.058830
9.720000,0.000000,-0.061087,-0.075772
9.740000,0.000000,-0.061087,-0.090721
9.760000,0.000000,-0.061087,-0.103204
9.780000,0.000000,-0.061087,-0.112802
9.800000,0.000000,-0.061087,-0.119164
9.820000,0.000000,-0.061087,-0.122026
9.840000,0.000000,-0.061087,-0.121217
9.860000,0.000000,-0.061087,-0.116679
9.880000,0.000000,-0.061087,-0.108465
9.900000,0.000000,-0.061087,-0.096751
9.920000,0.000000,-0.061087,-0.081835
9.940000,0.000000,-0.061087,-0.064129
9.960000,0.000000,-0.061087,-0.044160
9.980000,0.000000,-0.061087,-0.022549
10.000000,0.000000,-0.061087,-0.000000
