time,channel_1,channel_2,channel_3
0.0,3.4998155188816326e-05,-3.4099705284747224e-05,-1.7037433244210123e-05
0.02,0.008061378713063875,-0.013076311810317131,-0.007806680448719634
0.04,0.01614796453230067,-0.02573738184364912,-0.015530194198281494
0.06,0.02411498405690568,-0.03771399202759584,-0.02304828410564441
0.08,0.03177225516414151,-0.048716523936742175,-0.0302333659402446
0.1,0.038925622819266155,-0.05847674743428354,-0.03697350674526648
0.12,0.045383870343863646,-0.06675497131301883,-0.04317573243492363
0.14,0.05096585634208432,-0.07334645899193265,-0.048768585173107955
0.16,0.055507612534601396,-0.07808693276437077,-0.053703840831086425
0.18,0.05886913067198238,-0.08085701523685067,-0.057957327337852874
0.2,0.060940569824343885,-0.08158548602312549,-0.06152881751366121
0.22,0.06164762878014195,-0.08025126462657244,-0.06444100385925437
0.24,0.06095585175199997,-0.07688406581585108,-0.06673759655798409
0.26,0.058873668415189484,-0.07156371066221896,-0.06848061842850359
0.28,0.055454010462888226,-0.0644181137071915,-0.06974700057298197
0.3,0.05079439498748228,-0.05562000339961039,-0.07062460890997635
0.32,0.04503541843858641,-0.04538246793395056,-0.07120785369030473
0.34,0.03835766178694863,-0.03395345093883639,-0.07159305064951388
0.36,0.030977065797691498,-0.02160935018699611,-0.07187371301558979
0.38,0.02313889285661796,-0.008647896811566613,-0.07213595773561378
0.4,0.015110446459114314,0.004619488265785187,-0.0724542068033845
0.42,0.007172769190620053,0.01787565039758732,-0.07288735548694754
0.44,-0.0003884171249086167,0.030805751874815927,-0.07347556382890677
0.46,-0.007292231162716567,0.04310519790758432,-0.07423780650769832
0.48,-0.013272289504448741,0.05448722345369297,-0.0751702897000227
0.5,-0.018086166304271147,0.06468993729108895,-0.07624581285718782
0.52,-0.021524318378564514,0.07348263630386295,-0.07741411934441654
0.54,-0.023418149502936483,0.08067122473026166,-0.07860324385986789
0.56,-0.023646910204967127,0.0861025994523644,-0.07972182770180829
0.58,-0.022143163139714806,0.08966789250799609,-0.08066233658285081
0.6,-0.01889658821823558,0.09130449498735128,-0.08130508109186826
0.62,-0.013955954631229447,0.0909968213711855,-0.08152290832227528
0.64,-0.007429147033282009,0.08877580915483242,-0.08118640577419502
0.66,0.000518801591872194,0.08471718424248206,-0.0801694364202121
0.68,0.009669649711412879,0.07893855705875902,-0.07835480765422098
0.7000000000000001,0.01975777031264496,0.07159544661950717,-0.07563986737495755
0.72,0.03047770111438214,0.06287635900982191,-0.07194181812058889
0.74,0.041493203261288594,0.05299707200974658,-0.06720254515727088
0.76,0.05244755387488693,0.04219429828150281,-0.06139276667146898
0.78,0.06297475047696265,0.03071891502151332,-0.05451533341068139
0.8,0.07271126833741515,0.018828957876685044,-0.04660753070462118
0.8200000000000001,0.08130798666897517,0.006782580985576861,-0.03774226699691182
0.84,0.08844188733493337,-0.005168816837223178,-0.028028068841574067
0.86,0.09382713095082777,-0.016787107394828516,-0.01760784161367689
0.88,0.09722513007736408,-0.027853410661767823,-0.0066563966606057795
0.9,0.09845326727361853,-0.03817337362350554,0.00462321210060866
0.92,0.09739194629190694,-0.04758161217029363,0.01600445747899211
0.9400000000000001,0.09398971638938462,-0.05594520434192575,0.02724308992851721
0.96,0.08826627094339684,-0.06316615271320188,0.038083709630379194
0.98,0.08031319027612951,-0.06918276526661006,0.048266967782835256
1.0,0.07029237252681116,-0.07396993676301271,0.05753717947420586
1.02,0.05843217306195951,-0.0775383454118706,0.06565011162584174
1.04,0.045021349675228375,-0.07993261158290321,0.07238069812009384
1.06,0.030400985062322805,-0.08122849544769885,0.07753043086874091
1.08,0.01495462719432333,-0.08152923791079254,0.08093418046380767
1.1,-0.0009030501567040033,-0.08096117319078419,0.08246621314731797
1.12,-0.016738712530964168,-0.079668761259607,0.08204519182792246
1.1400000000000001,-0.03211356089257757,-0.07780920348900201,0.07963797718334305
1.16,-0.04659683665168869,-0.07554681488077927,0.07526207969160141
1.18,-0.05977920006660112,-0.07304733092211128,0.06898665368002785
1.2,-0.07128554760063055,-0.07047232632328952,0.06093196892618772
1.22,-0.08078684950458663,-0.06797391674261838,0.05126734259360952
1.24,-0.08801061872347307,-0.0656899033225615,0.04020756283407582
1.26,-0.09274966523638925,-0.06373950384709083,0.028007883674334738
1.28,-0.09486884472495834,-0.062219794116674665,0.014957717257029567
1.3,-0.09430957521052989,-0.061202959381515334,0.001373192595153747
1.32,-0.09109196783782025,-0.06073442913452871,-0.012411211708147971
1.34,-0.08531449587213913,-0.06083194008032462,-0.026051721120093598
1.36,-0.0771512065882902,-0.06148554255442029,-0.03920474056009204
1.3800000000000001,-0.06684656133187793,-0.06265853598212578,-0.051536469921998895
1.4000000000000001,-0.05470806689388911,-0.06428929004969319,-0.06273236994808218
1.42,-0.04109693381339364,-0.06629388099109203,-0.07250618952715555
1.44,-0.026417061849899354,-0.06856944759418104,-0.08060827548450368
1.46,-0.01110270745336379,-0.07099814993979485,-0.0868329048310109
1.48,0.004394769242284999,-0.0734515961417216,-0.09102440672495382
1.5,0.019620651006582408,-0.07579558896710151,-0.0930818762795618
1.52,0.034130661724584385,-0.07789503556001588,-0.09296232377964991
1.54,0.04750437401329714,-0.0796188597923041,-0.09068214958994383
1.56,0.05935779853381268,-0.08084475809714416,-0.08631688560589178
1.58,0.06935475604811718,-0.08146364591962174,-0.07999919694101905
1.6,0.07721667525475145,-0.08138365290977234,-0.07191519100611526
1.62,0.08273051317902179,-0.08053354030949049,-0.062299133527190596
1.6400000000000001,0.08575455851930149,-0.07886543313665313,-0.051426720707515944
1.6600000000000001,0.08622194965443639,-0.07635678212510112,-0.039607102078026826
1.68,0.08414181553471567,-0.07301149522089452,-0.02717388814281758
1.7,0.07959802677617278,-0.0688602049752371,-0.014475409431731211
1.72,0.07274562324294495,-0.06395966557772094,-0.0018645179579770321
1.74,0.06380506053961603,-0.05839130068458968,0.010311762463449153
1.76,0.05305448856024378,-0.05225894976600437,0.021722424579278837
1.78,0.040820338169096596,-0.04568588560638525,0.032062195970876846
1.8,0.027466545119043444,-0.03881119808251655,0.04106049175795835
1.82,0.01338278170140556,-0.03178565873516447,0.048489328775395475
1.84,-0.001027904965000218,-0.024767196362109112,0.054169959336821144
1.86,-0.015361634529553695,-0.017916125432300627,0.05797802137125634
1.8800000000000001,-0.02922600107551557,-0.0113902762222387,0.05984704679963577
1.9000000000000001,-0.04225174681782054,-0.0053401780173570135,0.059770220108137435
1.92,-0.054103429081810324,9.555554058728096e-05,0.05780033261431802
1.94,-0.06448874753540891,0.004794496742053492,0.054047933237998426
1.96,-0.07316624930826586,0.008654198736126504,0.04867773195068894
1.98,-0.07995118935908595,0.011595399296411568,0.041903365750679836
2.0,-0.08471939007329628,0.01356453630930758,0.033980687313189005
2.02,-0.0874090151900546,0.01453549942794943,0.0251997818191758
2.04,-0.08802024623543761,0.01451056608717672,0.015875956451570125
2.06,-0.08661292209564052,0.01352049526812421,0.006339978443957134
2.08,-0.08330227166332299,0.011623778245636922,-0.0030721396054129123
2.1,-0.07825293322970003,0.008905071243455775,-0.01202949489037801
2.12,-0.07167151029147922,0.005472859667410991,-0.020216473900888574
2.14,-0.06379795980729079,0.0014564266273998272,-0.027342446090675227
2.16,-0.05489614414486604,-0.0029977809048999035,-0.0331506770625904
2.18,-0.045243900891768905,-0.007730277343389725,-0.037426191256547454
2.2,-0.03512299469119246,-0.012573030113250712,-0.04000234705838175
2.22,-0.024809312111186196,-0.017354182511769296,-0.040765927432616665
2.24,-0.01456364453371626,-0.021902866775822084,-0.039660595340454796
2.2600000000000002,-0.004623375890675469,-0.0260539648195559,-0.03668861387362744
2.2800000000000002,0.004804647062695985,-0.02965267698344777,-0.03191078461441106
2.3000000000000003,0.01354983281738905,-0.0325587662706096,-0.025444612535027836
2.32,0.021481978541019315,-0.034650356677410205,-0.01746076005628145
2.34,0.02851370746863923,-0.03582717896992813,-0.008177904998672898
2.36,0.034601163581766355,-0.03601317512226574,0.002143834540938009
2.38,0.039742982388805644,-0.03515839303067619,0.01321070236015026
2.4,0.043977620469239254,-0.03324012538770768,0.02470409097155003
2.42,0.04737918634632777,-0.03026327002907874,0.03629004202840284
2.44,0.05005196906367777,-0.02625991290858726,0.0476291692385666
2.46,0.05212390665727366,-0.02128815836246077,0.05838670172572076
2.48,0.0537392729433194,-0.015430253761014406,0.0682423443022548
2.5,0.0550508864552425,-0.008790076319567738,0.07689965903287581
2.52,0.05621215913900831,-0.0014900681217051067,0.08409468947424074
2.54,0.05736930416634363,0.0063322792528229446,0.08960357446966905
2.56,0.058654012006609406,0.014528277156404546,0.09324893149023794
2.58,0.060176882204442,0.022942107802788696,0.09490482914000078
2.6,0.06202186605350422,0.03141498187283787,0.09450021328115984
2.62,0.06424193382880047,0.0397892597385896,0.09202069982716289
2.64,0.06685613106324047,0.04791241400715879,0.08750869803330795
2.66,0.06984813341897968,0.05564071866995132,0.08106187946500142
2.68,0.0731663510978775,0.06284256126009109,0.07283005811949815
2.7,0.07672557366439928,0.06940128867002225,0.06301059484294566
2.72,0.08041008686157876,0.07521751416265282,0.051842482745361934
2.74,0.08407813668368205,0.0802108320431937,0.03959930844241814
2.7600000000000002,0.08756756469920413,0.08432090680362878,0.026581315502892812
2.7800000000000002,0.09070239426465505,0.08750792462592766,0.013106820535597072
2.8000000000000003,0.09330011143428954,0.08975241623411476,-0.0004967517588222166
2.82,0.09517935832879926,0.09105448052456187,-0.013901940916078498
2.84,0.09616774138181143,0.09143245751122711,-0.026790158112054145
2.86,0.0961094527403876,0.09092111628000554,-0.03886016620660559
2.88,0.09487241024117497,0.08956943830483195,-0.04983588794338193
2.9,0.09235463948660748,0.08743808817524042,-0.059473323165259016
2.92,0.08848964987247002,0.0845966721596296,-0.06756638771927319
2.94,0.08325059386348466,0.08112088983211037,-0.07395152389089395
2.96,0.07665304394229228,0.07708968509555696,-0.07851097344718491
2.98,0.06875627276001976,0.07258250033552635,-0.08117464828873143
3.0,0.059662977174899406,0.06767673125909776,-0.08192057884991816
3.02,0.04951744402333025,0.06244547044897176,-0.08077396526566388
3.04,0.03850221250903668,0.056955615147148066,-0.07780489948922975
3.06,0.026833342922289127,0.05126639972438177,-0.0731248666266141
3.08,0.014754452009473482,0.04542839622584298,-0.06688216949637464
3.1,0.0025297198690931322,0.03948300791085781,-0.05925645073917348
3.12,-0.009563889845936459,0.033462461472537515,-0.05045251079435311
3.14,-0.021244926695143718,0.027390284303577806,-0.040693637059869336
3.16,-0.032235979444799216,0.0212822344420833,-0.030214669127895125
3.18,-0.042272136054748465,0.01514763334044656,-0.01925502696601121
3.2,-0.05110908565873238,0.00899103596378788,-0.00805192337403156
3.22,-0.05853058431296381,0.0028141594925652222,0.003166030679753917
3.24,-0.06435503002223232,-0.003382018453760685,0.01418463858497395
3.2600000000000002,-0.06844092530867298,-0.009595088265836,0.024809184405289515
3.2800000000000002,-0.0706910461015855,-0.015819063260388885,0.03486861897078736
3.3000000000000003,-0.0710551824579118,-0.022042360802106673,0.04421876555312544
3.3200000000000003,-0.06953136781632825,-0.028246005639107577,0.05274448128667078
3.34,-0.06616556723775965,-0.03440214415624799,0.06036074810246059
3.36,-0.061049849407815444,-0.04047294760140721,0.06701270448049715
3.38,-0.054319120084557554,-0.046409968687050114,0.07267466551135394
3.4,-0.046146544250221515,-0.05215399975944663,0.0773482123691576
3.42,-0.036737828690456095,-0.05763546249808461,0.08105946222183764
3.44,-0.026324574506727167,-0.06277533946864196,0.08385565487317749
3.46,-0.015156938856002831,-0.06748663746850152,0.08580121225339989
3.48,-0.0034958660040336964,-0.07167635217038562,0.08697344066108323
3.5,0.00839484108529607,-0.07524788379264216,0.0874580530390586
3.52,0.02025633621746899,-0.07810383509541066,0.08734468940012759
3.54,0.031842168774926474,-0.08014910657472744,0.08672260789628083
3.56,0.042925100270859225,-0.08129418989708534,0.0856767072647486
3.58,0.053303079822358455,-0.08145854990147969,0.0842840240148358
3.6,0.06280419402579954,-0.0805739783140959,0.08261082546143368
3.62,0.07129044719917017,-0.07858779898046532,0.08071039344833637
3.64,0.07866027302446879,-0.07546580510614695,0.07862156435187342
3.66,0.08484972653933032,-0.07119481376442861,0.07636805982140372
3.68,0.08983235436526237,-0.0657847316992579,0.07395861086004314
3.7,0.093617789177966,-0.05927003901201637,0.07138784645071675
3.72,0.09624915993372897,-0.05171061333293792,0.06863788813364903
3.74,0.09779945059531338,-0.0431918360851277,0.06568056481613521
3.7600000000000002,0.0983669755636646,-0.03382394388980373,0.06248013861069447
3.7800000000000002,0.09807016846736381,-0.023740611386245086,0.058996413479332356
3.8000000000000003,0.09704190142115712,-0.013096776031634602,0.05518808456619666
3.8200000000000003,0.09542356368528877,-0.0020657400411255187,0.051016177793572974
3.84,0.09335913152376676,0.009164391258435657,0.04644742683561996
3.86,0.09098945500375213,0.020394852539512134,0.04145743801483072
3.88,0.08844697287372302,0.03142084010003267,0.03603350281778033
3.9,0.0858510442031048,0.042036490950759224,0.0301769322221604
3.92,0.08330405615341481,0.05204008355764033,0.023904806296912703
3.94,0.08088843232690043,0.06123931356547414,0.017251055841243715
3.96,0.07866462705246666,0.0694564912655601,0.010266819282738811
3.98,0.076670149314848,0.07653350560066773,0.0030200466650923815
4.0,0.07491961748790177,0.08233640227684332,-0.004405647747284797
4.0200000000000005,0.07340580428912574,0.08675943107868099,-0.011912853042832613
4.04,0.07210159207262251,0.08972842962022738,-0.019392889652701032
4.0600000000000005,0.07096272325056538,0.09120342721973533,-0.026728911617202412
4.08,0.06993120063506506,0.09118037293684311,-0.033799473767524166
4.1,0.0689391689548706,0.08969191550230567,-0.040482435256837215
4.12,0.06791309258898333,0.08680718923869997,-0.04665905640147285
4.14,0.06677803623683869,0.08263058835881314,-0.05221813659220711
4.16,0.0654618550571936,0.0772995414098859,-0.05706003745809652
4.18,0.06389910867260545,0.07098132723417773,-0.061100437657075964
4.2,0.06203452894829135,0.06386900274777031,-0.06427367356607748
4.22,0.05982589390343523,0.056176540216236345,-0.06653553347942065
4.24,0.057246188514810684,0.04813329667876213,-0.06786539123149152
4.26,0.054284966307472995,0.03997795995373451,-0.06826758779168912
4.28,0.05094886209060176,0.031952133546758486,-0.0677719955326202
4.3,0.04726124445534863,0.02429373618295673,-0.06643372861423465
4.32,0.04326103510583071,0.017230400132973632,-0.06433199322947947
4.34,0.039000759141758976,0.010973055673265595,-0.06156810223475793
4.36,0.03454392451058569,0.005709886747100037,-0.058262708834727374
4.38,0.02996185858082957,0.0016008351655515175,-0.054552342418880344
4.4,0.02533015391877056,-0.0012271823371154368,-0.05058535532823963
4.42,0.02072489287013734,-0.0026841978865883584,-0.04651741133071479
4.44,0.016218830719310334,-0.0027201333053876973,-0.04250666409785754
4.46,0.011877719583799514,-0.0013266606488764392,-0.03870878635596901
4.48,0.0077569496826198105,0.0014620853059901413,-0.035272017163414535
4.5,0.0038986713989211212,0.005569978411271121,-0.0323323956740701
4.5200000000000005,0.00032954116156057973,0.010880558739854466,-0.03000934472222775
4.54,-0.0029407925842668825,0.017239844955947315,-0.028401756755821964
